Application No.,Scheme,TAC,TAC UEN,Event Title,Reco Title,Reco Subtitle,Reco Description,Reco Link,Capability Area,Sub Capability,Old Industry,Industry,Sub Industry,Markets,City,Region,Year of Event,Event Start Date,Event End Date,Cluster Division
TF22/AAIS/00003,LEAD Trade Fair,ASSOCIATION OF AEROSPACE INDUSTRIES (SINGAPORE),T02SS0140G,INTER AIRPORT SOUTH EAST ASIA 2023,INTER AIRPORT SOUTH EAST ASIA 2024,LEAD Trade Fair by ASSOCIATION OF AEROSPACE INDUSTRIES (SINGAPORE),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Aviation,Air Transport,Air Transport,Singapore,Singapore,Asia,2023,3/1/2023,3/3/2023,Advanced Manufacturing
TF22/SJA/00003,LEAD Trade Fair,SINGAPORE JEWELLERS ASSOCIATION,S84SS0039E,HKTDC HONG KONG INTERNATIONAL JEWELLERY SHOW 2023,HKTDC HONG KONG INTERNATIONAL JEWELLERY SHOW 2024,LEAD Trade Fair by SINGAPORE JEWELLERS ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Jewellery,Retail,"Fashion, Jewellery, Watches",Hong Kong,Hong Kong,Asia,2023,3/1/2023,5/3/2023,Retail & Design
TF23/ASMI/00002,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,OFFSHORE TECHNOLOGY CONFERENCE,OFFSHORE TECHNOLOGY CONFERENCE,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Shipyards,Marine & Offshore Energy,Marine & Offshore Energy,United States,"Texas, Houston",America,2023,5/1/2023,4/5/2023,"Marine & Offshore, Energy & Chemicals"
TF23/SGC/00001,LEAD Trade Fair,SINGAPOREAN-GERMAN CHAMBER OF INDUSTRY AND COMMERCE,S90SS0074F,INTERNATIONALE FUNKAUSSTELLUNG (IFA) BERLIN 2023,INTERNATIONALE FUNKAUSSTELLUNG (IFA) BERLIN 2024,LEAD Trade Fair by SINGAPOREAN-GERMAN CHAMBER OF INDUSTRY AND COMMERCE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Consumer Electronics,Electronics,Electronics,Germany,Berlin,Europe,2023,9/1/2023,5/9/2023,Europe
TF22/TSAAA/00001,LEAD Trade Fair,SAAA@SINGAPORE,S71SS0030A,"TRANSPORT LOGISTIC AND AIR CARGO SOUTHEAST ASIA 2023, SINGAPORE, 2023","TRANSPORT LOGISTIC AND AIR CARGO SOUTHEAST ASIA 2023, SINGAPORE, 2024",LEAD Trade Fair by SAAA@SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Logistics,Logistics,Logistics,Singapore,SINGAPORE,Asia,2023,11/1/2023,3/11/2023,Transport & Logistics
TF23/ASME/00024,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,SECUTECH THAILAND 2023,SECUTECH THAILAND 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Consumer Platforms,Thailand,Bangkok,Asia,2023,11/1/2023,3/11/2023,Enterprise Services
TF22/ASME/00022,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,INTERSEC DUBAI 2023,INTERSEC DUBAI 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Other,Other,United Arab Emirates,Dubai,Middle East,2023,17/1/2023,19/1/2023,Enterprise Services
TF22/ASME/00011,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,ARAB HEALTH 2023,ARAB HEALTH 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Medical & Healthcare,Healthcare & Biomedical,Healthcare & Biomedical,United Arab Emirates,Dubai,Middle East,2023,30/1/2023,2/2/2023,Enterprise Services
TF23/ASMI/00005,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,ABU DHABI INTERNATIONAL PROGRESSIVE ENERGY CONGRESS (ADIPEC) 2023,ABU DHABI INTERNATIONAL PROGRESSIVE ENERGY CONGRESS (ADIPEC) 2024,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Oil & Gas,Energy & Chemicals,Energy & Chemicals,United Arab Emirates,Abu Dhabi,Middle East,2023,10/2/2023,5/10/2023,"Marine & Offshore, Energy & Chemicals"
TF23/ASME/00015,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,AUTOMECHANIKA DUBAI 2023,AUTOMECHANIKA DUBAI 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automotive,Land Transport,Land Transport,United Arab Emirates,Dubai,Middle East,2023,10/2/2023,4/10/2023,
TF22/SIAA/00007,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,AI ASIA EXPO - THAILAND 2023,AI ASIA EXPO - THAILAND 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Emergent Technologies,ICT & Media,Consumer Platforms,Thailand,Bangkok,Asia,2023,20/2/2023,22/2/2023,
TF22/FLAS/00003,LEAD Trade Fair,FRANCHISING AND LICENSING ASSOCIATION (SINGAPORE),S93SS0131D,THE 40TH JAPAN INT'L FRANCHISE SHOW,THE 40TH JAPAN INT'L FRANCHISE SHOW,LEAD Trade Fair by FRANCHISING AND LICENSING ASSOCIATION (SINGAPORE),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Franchising,Business Services,Business Services,Japan,Tokyo,Asia,2023,27/2/2023,3/3/2023,
TF23/DEFINA /00001,LEAD Trade Fair,DEFENCE INDUSTRIES ASSOCIATION,T19SS0089E,IMDEX ASIA 2023,IMDEX ASIA 2024,LEAD Trade Fair by DEFENCE INDUSTRIES ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Other,Other,Singapore,SG,Asia,2023,5/3/2023,5/5/2023,New Industries
TF23/AAIS/00001,LEAD Trade Fair,ASSOCIATION OF AEROSPACE INDUSTRIES (SINGAPORE),T02SS0140G,UNMANNED SYSTEMS ASIA 2023,UNMANNED SYSTEMS ASIA 2024,LEAD Trade Fair by ASSOCIATION OF AEROSPACE INDUSTRIES (SINGAPORE),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Aerospace / Aerospace Parts,Air Transport,Air Transport,Singapore,Singapore,Asia,2023,5/3/2023,5/5/2023,Advanced Manufacturing
TF23/ASME/00019,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,ELDEX ASIA 2023,ELDEX ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Healthcare Services,Healthcare & Biomedical,Healthcare & Biomedical,Singapore,Singapore,Asia,2023,11/3/2023,4/11/2023,Food Manufacturing
TF23/SGTech/00001,LEAD Trade Fair,SGTECH,S82SS0054C,GEO CONNECT ASIA 2023 (GCA 2023) / DRONES ASIA 2023 / DIGITAL CONSTRUCTION ASIA 2023,GEO CONNECT ASIA 2023 (GCA 2023) / DRONES ASIA 2023 / DIGITAL CONSTRUCTION ASIA 2024,LEAD Trade Fair by SGTECH,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Consumer Platforms,Singapore,Singapore,Asia,2023,15/3/2023,16/3/2023,"Info-Comm, Media"
TF22/ASME/00024,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,AUTOMECHANIKA KUALA LUMPUR 2023,AUTOMECHANIKA KUALA LUMPUR 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automotive,Land Transport,Land Transport,Malaysia,Kuala Lumpur,Asia,2023,16/3/2023,18/3/2023,Enterprise Services
TF23/SWA/00001,LEAD Trade Fair,SINGAPORE WATER ASSOCIATION,T04SS0071D,WATER PHILIPPINES 2023,WATER PHILIPPINES 2024,LEAD Trade Fair by SINGAPORE WATER ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Water treatment,Urban Solutions,Urban Solutions,Philippines,Manila,Asia,2023,22/3/2023,24/3/2023,Urban Solutions & Infrastructure Svcs
TF22/STAS/00003,LEAD Trade Fair,SPECIALISTS TRADE ALLIANCE OF SINGAPORE,T05SS0223B,BUILDTECH ASIA 2023,BUILDTECH ASIA 2024,LEAD Trade Fair by SPECIALISTS TRADE ALLIANCE OF SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Building & Construction,Built Environment,Built Environment,Singapore,Singapore,Asia,2023,28/3/2023,30/3/2023,Urban Solutions & Infrastructure Svcs
TF23/SPETA/00003,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,MTA VIETNAM,MTA VIETNAM,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Vietnam,HCMC,Asia,2023,7/4/2023,7/7/2023,Advanced Manufacturing
TF23/SAMTA/00002,LEAD Trade Fair,SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,T06SS0272C,METALEX VIETNAM 2023,METALEX VIETNAM 2024,LEAD Trade Fair by SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Vietnam,Ho Chi Minh,Asia,2023,10/4/2023,6/10/2023,Advanced Manufacturing
TF23/ASME/00020,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,THE BIG 5 GLOBAL 2023,THE BIG 5 GLOBAL 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Construction & Engineering,Built Environment,Built Environment,United Arab Emirates,Dubai,Middle East,2023,12/4/2023,7/12/2023,Enterprise Services
TF23/SWA/00002,LEAD Trade Fair,SINGAPORE WATER ASSOCIATION,T04SS0071D,IE EXPO CHINA 2023 AKA IFAT CHINA 2023,IE EXPO CHINA 2023 AKA IFAT CHINA 2024,LEAD Trade Fair by SINGAPORE WATER ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Water treatment,Urban Solutions,Urban Solutions,China,Shanghai,Asia,2023,19/4/2023,21/4/2023,Urban Solutions & Infrastructure Svcs
TF22/SPETA/00008,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,MEDTEC JAPAN,MEDTEC JAPAN,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Medical & Healthcare,Healthcare & Biomedical,Healthcare & Biomedical,Japan,Tokyo,Asia,2023,19/4/2023,21/4/2023,Advanced Manufacturing
TF22/ASME/00025,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,ANALYTICA VIETNAM 2023,ANALYTICA VIETNAM 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Biotechnology,Healthcare & Biomedical,Healthcare & Biomedical,Vietnam,Ho Chi Minh City,Asia,2023,19/4/2023,21/4/2023,Enterprise Services
TF23/ASMI/00001,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,SEA ASIA 2023,SEA ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Marine Equipment & Supplies,Marine & Offshore Energy,Marine & Offshore Energy,Singapore,Singapore,Asia,2023,25/4/2023,27/4/2023,"Marine & Offshore, Energy & Chemicals"
TF22/SFIC/00002,LEAD Trade Fair,SINGAPORE FURNITURE INDUSTRIES COUNCIL,S86SS0005E,ORGATEC TOKYO,ORGATEC TOKYO,LEAD Trade Fair by SINGAPORE FURNITURE INDUSTRIES COUNCIL,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Furniture & Furnishings,Retail,Retail (Others),Japan,Tokyo,Asia,2023,26/4/2023,28/4/2023,Retail & Design
TF22/ASME/00023,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,KIND + JUGEND ASEAN 2023,KIND + JUGEND ASEAN 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Retail,Retail (Others),Thailand,Bangkok,Asia,2023,4/5/2023,8/4/2023,Enterprise Services
TF23/SIAA/00003,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,VIMOX - VIETNAM MARINE & OFFSHORE EXPO 2023,VIMOX - VIETNAM MARINE & OFFSHORE EXPO 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Shipyards,Marine & Offshore Energy,Marine & Offshore Energy,Vietnam,Hanoi,Asia,2023,7/5/2023,7/7/2023,Advanced Manufacturing
TF22/ASME/00029,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,AUTOMECHANIKA JOHANNESBURG 2023,AUTOMECHANIKA JOHANNESBURG 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automotive,Land Transport,Land Transport,South Africa,Johannesburg,Africa,2023,9/5/2023,7/9/2023,Enterprise Services
TF23/ASMI/00006,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,MARINTEC CHINA,MARINTEC CHINA,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Marine Equipment & Supplies,Marine & Offshore Energy,Marine & Offshore Energy,China,Shanghai,Asia,2023,12/5/2023,8/12/2023,"Marine & Offshore, Energy & Chemicals"
TF23/AEIS/00002,LEAD Trade Fair,ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),S73SS0048F,FUTURE MOBILITY ASIA 2023,FUTURE MOBILITY ASIA 2024,LEAD Trade Fair by ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automotive Parts,Land Transport,Land Transport,Thailand,Bangkok,Asia,2023,17/5/2023,19/5/2023,[----Select----]
TF22/ASME/00028,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,VINEXPO ASIA 2023,VINEXPO ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Singapore,Singapore,Asia,2023,23/5/2023,25/5/2023,Enterprise Services
TF23/SFMA/00001,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,THAIFEX 2023,THAIFEX 2024,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Thailand,Bangkok,Asia,2023,23/5/2023,27/5/2023,Food Manufacturing
TF22/ASME/00026,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,SEMICON SEA 2023,SEMICON SEA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Electronic & Precision Engineering Services,Precision Engineering,Mfg in Semiconductors,Malaysia,Penang,Asia,2023,23/5/2023,25/5/2023,Enterprise Services
TF23/AEIS/00004,LEAD Trade Fair,ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),S73SS0048F,ELECTRIC VEHICLE INDONESIA EXHIBITION 2023,ELECTRIC VEHICLE INDONESIA EXHIBITION 2024,LEAD Trade Fair by ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automobile,Land Transport,Land Transport,Indonesia,Jakarta,Asia,2023,24/5/2023,26/5/2023,[----Select----]
TF22/SIAA/00008,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,METAL TECHNOLOGY EXPO (MTE) 2023,METAL TECHNOLOGY EXPO (MTE) 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Malaysia,Shah Alam,Asia,2023,24/5/2023,27/5/2023,
TF22/ASME/00027,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,INTERNATIONAL COFFEE & TEA (ICT) ASIA 2023,INTERNATIONAL COFFEE & TEA (ICT) ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Singapore,Singapore,Asia,2023,25/5/2023,27/5/2023,Enterprise Services
TF22/RAS/00002,LEAD Trade Fair,RESTAURANT ASSOCIATION OF SINGAPORE,S80SS0208L,RESTAURANT ASIA 2023,RESTAURANT ASIA 2024,LEAD Trade Fair by RESTAURANT ASSOCIATION OF SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Singapore,SINGAPORE,Asia,2023,25/5/2023,27/5/2023,Food Services
TF23/SCA/00001,LEAD Trade Fair,"SINGAPORE COFFEE ASSOCIATION, THE",S83SS0017J,INTERNATIONAL CAF̩ & BEVERAGE SHOW 2023,INTERNATIONAL CAF̩ & BEVERAGE SHOW 2024,"LEAD Trade Fair by SINGAPORE COFFEE ASSOCIATION, THE","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Malaysia,Kuala Lumpur,Asia,2023,25/5/2023,27/5/2023,Trade
TF23/SPETA/00002,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,METALTECH 2023,METALTECH 2024,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Malaysia,Kuala Lumpur,Asia,2023,31/5/2023,3/6/2023,Advanced Manufacturing
TF23/ASMI/00003,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,NOR SHIPPING 2023,NOR SHIPPING 2024,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Shipyards,Marine & Offshore Energy,Marine & Offshore Energy,Norway,Oslo,Europe,2023,6/6/2023,9/6/2023,"Marine & Offshore, Energy & Chemicals"
TF23/SWA/00004,LEAD Trade Fair,SINGAPORE WATER ASSOCIATION,T04SS0071D,CAMWATER 2023,CAMWATER 2024,LEAD Trade Fair by SINGAPORE WATER ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Water treatment,Urban Solutions,Urban Solutions,Cambodia,Phnom Penh,Asia,2023,9/6/2023,8/9/2023,Urban Solutions & Infrastructure Svcs
TF23/SPETA/00004,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,SEMICON TAIWAN 2023,SEMICON TAIWAN 2024,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Semicon & Photonics,Electronics,Electronics,Taiwan,Taipei,Asia,2023,9/6/2023,8/9/2023,Advanced Manufacturing
TF23/AEIS/00003,LEAD Trade Fair,ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),S73SS0048F,NEPCON VIETNAM 2023,NEPCON VIETNAM 2024,LEAD Trade Fair by ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Electronic & Precision Engineering Services,Precision Engineering,Manufacturing (Others),Vietnam,Hanoi,Asia,2023,9/6/2023,8/9/2023,[----Select----]
TF22/STAS/00004,LEAD Trade Fair,SPECIALISTS TRADE ALLIANCE OF SINGAPORE,T05SS0223B,BEX ASIA 2023,BEX ASIA 2024,LEAD Trade Fair by SPECIALISTS TRADE ALLIANCE OF SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Building & Construction,Built Environment,Built Environment,Singapore,Singapore,Asia,2023,9/6/2023,8/9/2023,Urban Solutions & Infrastructure Svcs
TF23/SPETA/00007,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,MANUFACTURING INDONESIA 2023,MANUFACTURING INDONESIA 2024,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Indonesia,Jakarta,Asia,2023,12/6/2023,9/12/2023,Advanced Manufacturing
